time_positive;time_negative;time_total;max_V_match_fraction
8939530.31;8967873.3;8934733.33;0.0
63028190.65;63231373.6;72046563.78;0.1
91298334.44;90314382.73;103156818.72;0.2
107751694.38;107714718.4;123164436.04;0.3
118759926.42;117079419.78;134187349.11;0.4
118629175.92;121301128.92;139129732.1;0.5
112815089.49;120189067.02;134794286.91;0.6
102597766.27;108138630.73;120729035.05;0.7
