time_positive;time_negative;time_total;max_V_match_fraction
7102440.98;7206780.09;7114335.49;0.0
47859174.7;48677358.22;55563307.29;0.1
70088308.74;70282283.53;80685438.14;0.2
84794100.7;81868793.63;95041809.84;0.3
92498049.35;93172636.51;107317418.24;0.4
92452915.33;93476001.48;108670166.18;0.5
89551866.4;93393884.29;105351191.07;0.6
80163698.14;86940535.94;95282088.59;0.7
68055930.21;71416526.15;79732624.42;0.8
48727167.66;50365098.57;56955927.68;0.9
