PSU;len_T
215360894.06;500000
241563323.18;600000
265277254.32;700000
284286026.1;800000
301222920.64;900000
318028173.86;1000000
345466129.5;1100000
339866374.08;1200000
331013080.3;1300000
336015210.5;1400000
339089826.96;1500000
