PSU;len_T
218897797.46;500000
235392196.58;600000
272636997.64;700000
292243773.54;800000
309052831.3;900000
334106936.54;1000000
342280862.46;1100000
343302930.76;1200000
357599851.42;1300000
367145519.56;1400000
361645722.14;1500000
