PSU;len_T
229488900.46;500000
255709511.72;600000
272190752.42;700000
289006152.98;800000
305471541.92;900000
211724981.64;1000000
238937185.14;1100000
251931787.24;1200000
258011479.14;1300000
264877105.26;1400000
269161331.38;1500000
