PSU;max_V_match_fraction
199271392.86;0.0
246310867.78;0.1
300128245.24;0.2
315474873.44;0.3
317971888.4;0.4
321572655;0.5
338808851.4;0.6
317815177.28;0.7
268136151.62;0.8
