PSU;max_V_match_fraction
157210433.8;0.0
212217567.74;0.1
265617705.66;0.2
252010165.6;0.3
270219300.6;0.4
263956807.38;0.5
269615818.7;0.6
276267626.2;0.7
291460807.52;0.8
280823049.66;0.9
232234008.06;1.0
