PSU;max_V_match_fraction
182499452.36;0.0
246547756.9;0.1
285679100.88;0.2
295718221.84;0.3
293206320.94;0.4
299424281.62;0.5
287345321.98;0.6
321020700.64;0.7
295978807.96;0.8
254331668.06;0.9
203829499.62;1.0
