PSU;max_V_match_fraction
6345775.14;0.0
6362231.53;0.1
6350550.76;0.2
6685979.74;0.3
6630135.34;0.4
6714219.55;0.5
6736176.82;0.6
7218900.69;0.7
6398517.26;0.8
5807815.51;0.9
