PSU;max_V_match_fraction
6020869.81;0.0
6930671.11;0.1
6086452.36;0.2
6419701.63;0.3
6498309.71;0.4
6465429.72;0.5
6213103.61;0.6
6137434.72;0.7
5984390.31;0.8
5573249.21;0.9
5035049.29;1.0
