PSU;len_T
175173685.22;500000
184941632.7;600000
206097285.14;700000
222121780.9;800000
230611611.02;900000
248554386.46;1000000
249348550.94;1100000
255655331.04;1200000
282995363.98;1300000
296040773.32;1400000
301807008.02;1500000
