PSU;len_T
167299928.36;500000
175975862.42;600000
209479295.22;700000
216747178.92;800000
225261894.66;900000
238859887.3;1000000
242967731.4;1100000
246935254.1;1200000
253517238.98;1300000
259755766.74;1400000
275559653.68;1500000
