num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
596.12;596.22;594.16;0.1
865.26;861.76;864.12;0.2
1005.26;1004.76;1000.9;0.3
1089.16;1084.08;1093.66;0.4
1117.38;1119.56;1119.12;0.5
1088.98;1088.82;1084.02;0.6
