num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
304.7;304.94;306.66;0.1
442.02;442.42;445.4;0.2
541.66;539.64;541.04;0.3
577.56;580.84;583.32;0.4
594.14;591.7;594.16;0.5
577.12;577.32;575.24;0.6
528.5;529.36;529.9;0.7
426.52;426.2;425.5;0.8
275.5;278.84;277.72;0.9
3;3;3;1.0
