num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
2228.98;2234.46;2223.56;0.1
3303.22;3305.18;3313.08;0.2
3991.1;3978.78;3995.48;0.3
4365.12;4355.04;4361.5;0.4
4465.58;4463.18;4477.14;0.5
4343.3;4343.32;4346.94;0.6
3987.82;3977.7;3978.44;0.7
3304.32;3295.14;3308.6;0.8
2244.42;2245.36;2244.46;0.9
1;1;1;1.0
