num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
4076.06;4070.58;4075.34;0.1
6049.94;6053.18;6042.92;0.2
7277.32;7276.34;7274.32;0.3
7934.7;7938.1;7921.26;0.4
8163.9;8148.46;8162.2;0.5
7943.08;7941.72;7924.96;0.6
7260.16;7280.2;7270.8;0.7
6042.24;6057.54;6033.84;0.8
4053.32;4058;4056.42;0.9
1;1;1;1.0
