num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
4433.02;4423.24;4432.72;0.1
6602.1;6621.68;6604.26;0.2
7942.14;7945.22;7937.9;0.3
8686.22;8695.24;8700.44;0.4
8931.54;8935.48;8948.16;0.5
8706.12;8701.54;8703.5;0.6
7946.7;7952.06;7942.5;0.7
6617.52;6624.06;6617.86;0.8
4434.3;4431.74;4436.92;0.9
1;1;1;1.0
