num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
3671.56;3680.06;3677.44;0.1
5470.9;5469.28;5478.22;0.2
6553.96;6565.16;6556.68;0.3
7159.74;7168.96;7166.9;0.4
7363.76;7364.92;7365.46;0.5
7172.88;7180.42;7172.56;0.6
6567.12;6561.7;6566.28;0.7
5472.82;5473.46;5475.38;0.8
3676.92;3677.8;3675.84;0.9
1;1;1;1.0
