num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
5462.34;5473.02;5477.04;0.1
8092.8;8116.14;8111.32;0.2
9700.86;9721.16;9716.02;0.3
10610.88;10601.22;10600.14;0.4
10897.42;10888.52;10889.66;0.5
10599.38;10620.3;10615.54;0.6
9718.48;9728.52;9713;0.7
8106.24;8110.9;8101.42;0.8
5459.5;5462.86;5449.72;0.9
1;1;1;1.0
