num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
2901.42;2898.7;2892.56;0.1
4307.04;4299.92;4289.78;0.2
5146.28;5146.04;5154.68;0.3
5608.1;5618.02;5630.12;0.4
5757.4;5775.24;5773.46;0.5
5603.92;5608.14;5613.82;0.6
5147.9;5158.66;5152.46;0.7
4294.78;4299.2;4291.72;0.8
2886.1;2891.3;2879.36;0.9
1;1;1;1.0
