time_total;time_positive;time_negative;len_T
26758730.84;34631019.52;27908443.8;500
32079950.6;42708316.96;33241256.32;600
41623204.82;56033674.64;44405268.62;800
46992505.26;61566354.88;49810312.4;900
52980678.06;67887504.76;54022374.5;1000
56576426.16;74518389.1;58283360.24;1100
63900982.48;86128209.88;67189892;1200
68481946.26;92916911.52;72584298.04;1300
71728742.28;97312558.22;76191910.32;1400
76983698.22;105185039.98;82503452.16;1500
