time_total;time_positive;time_negative;len_T
29786514.16;35237155.78;31968021.12;500
34486560.24;43617753.42;38259008.38;600
45042878.16;57011456.6;51497986.04;800
51141559.64;62105372.04;55898135.1;900
58130786.12;69905156;61447129.66;1000
63714035.66;76770191.4;68358710.18;1100
71644599.48;87810666.44;78557532.44;1200
77449727.22;96244451.06;86245590.88;1300
80142662.38;100748172.54;89719698.94;1400
85725822.04;107138385.48;96239873.62;1500
