time_total;time_positive;time_negative;len_T
29792762.64;33340662.34;35034825;500
36247669.98;41700529.08;42231466.88;600
46726709.96;54455201.82;56022977.92;800
52861413.84;60301972.24;61200826.16;900
60156387.28;65771543.4;67900287.1;1000
65906016.82;73243911.68;75269175.68;1100
74047626.54;84443487.18;85603601.64;1200
79561179.64;92493516.86;93129159.5;1300
82731533.42;96031240.5;97819897.74;1400
88607731.84;104092703.72;105516041.46;1500
