PSU;len_T
155950739.95;500000
177477472.515;600000
210225140.55;700000
220504628.53;800000
224846545.895;900000
259616330;1000000
254791680.38;1100000
293709404.905;1200000
277277543.605;1300000
296265785.97;1400000
288735295.79;1500000
