PSU;len_T
207283863.855;500000
233290307.36;600000
264313020.53;700000
285336132.085;800000
303478729.04;900000
333915557.765;1000000
343107291.505;1100000
358695023.79;1200000
345666309.515;1300000
368867053.145;1400000
337744859.22;1500000
