PSU;len_T
216621844.88;500000
248896296.53;600000
270554473.97;700000
289299167.365;800000
303847062.95;900000
218306623.845;1000000
245806610.625;1100000
255792037.18;1200000
266077678.08;1300000
261609490.82;1400000
266025071.51;1500000
