PSU;len_T
209508788.385;500000
227022450.605;600000
252351988.045;700000
256453088.26;800000
289895341.195;900000
322204170.3;1000000
308027934.535;1100000
329675748.085;1200000
352548003.675;1300000
362684137.485;1400000
379194515.725;1500000
