PSU;len_T
216486924.21;500000
239738779.615;600000
265024299.19;700000
288830361.175;800000
303074173.815;900000
307508483.845;1000000
298806690.995;1100000
306884668.365;1200000
272872782.055;1300000
295353950.315;1400000
256042288.44;1500000
