PSU;max_V_match_fraction
960368356.52;0.0
1191808019.84;0.1
1298076954.2;0.2
1290635674.85;0.3
1347849753.58;0.4
1379666972.8;0.5
1369678417.62;0.6
1354059806.35;0.7
1455684241.79;0.8
1446443971.05;0.9
1286325299.82;1.0
