PSU;len_T
237545056.78;500000
260442020.8;600000
270416253.24;700000
282553464.12;800000
333953337.48;900000
242133662.14;1000000
235618271.6;1100000
247751634.4;1200000
251295274.38;1300000
262012873.1;1400000
