PSU;len_T
159877148.48;500000
178421449.16;600000
212586653.54;700000
226037057;800000
227694775.44;900000
266230331.08;1000000
261376096.7;1100000
304794753.38;1200000
285058621.26;1300000
315823009.5;1400000
312346431.54;1500000
