pos0.1_total;neg0.1_total;tot0.1_total;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.1_negative;neg0.1_negative;tot0.1_negative;pos0.2_total;neg0.2_total;tot0.2_total;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.2_negative;neg0.2_negative;tot0.2_negative;pos0.3_total;neg0.3_total;tot0.3_total;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.3_negative;neg0.3_negative;tot0.3_negative;pos0.4_total;neg0.4_total;tot0.4_total;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.4_negative;neg0.4_negative;tot0.4_negative;pos0.6_total;neg0.6_total;tot0.6_total;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.6_negative;neg0.6_negative;tot0.6_negative;pos0.7_total;neg0.7_total;tot0.7_total;pos0.7_positive;neg0.7_positive;tot0.7_positive;pos0.7_negative;neg0.7_negative;tot0.7_negative;pos0.8_total;neg0.8_total;tot0.8_total;pos0.8_positive;neg0.8_positive;tot0.8_positive;pos0.8_negative;neg0.8_negative;tot0.8_negative;pos0.9_total;neg0.9_total;tot0.9_total;pos0.9_positive;neg0.9_positive;tot0.9_positive;pos0.9_negative;neg0.9_negative;tot0.9_negative;pos0.5_total;neg0.5_total;tot0.5_total;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.5_negative;neg0.5_negative;tot0.5_negative;pos0.0_total;neg0.0_total;tot0.0_total;pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.0_negative;neg0.0_negative;tot0.0_negative;pos1.0_total;neg1.0_total;tot1.0_total;pos1.0_positive;neg1.0_positive;tot1.0_positive;pos1.0_negative;neg1.0_negative;tot1.0_negative;query_budget
0.3241081081081081;0.36134171771145573;0.3586361301628546;0.26536382536382536;0.46313567053303795;0.44876454059280296;0.38246153846153846;0.3518141535253486;0.3540411517660211;0.2232671819511176;0.24313042861700995;0.24024853003576407;0.18026321286818467;0.3057460913957528;0.28754015881675454;0.2669563400877376;0.24452157265926897;0.2477765654361399;0.181309111080294;0.19527231848664572;0.19222188560349007;0.1611205103314381;0.24991510640772183;0.23051684440135725;0.22651227291637777;0.2041330387254332;0.20902205525933107;0.1343003770423125;0.17016036850635502;0.15978299084682063;0.15154796816087138;0.2218903011174614;0.20153421834272897;0.2079325513196481;0.1939230572379084;0.19797720797720797;0.13256983629397423;0.16567250522256147;0.15128330910852714;0.15560292580982235;0.21853446890567252;0.19117914244186046;0.20945175896900034;0.19349724141625155;0.20043241279069768;0.17741310200418786;0.2150061774153694;0.19590857976476309;0.18293628477415494;0.23981467753891772;0.21091997690180228;0.22940472629374814;0.22766617247343712;0.22854937239765372;0.21124284971398857;0.26749764884612603;0.23476900735182887;0.21002496099843992;0.2788497431816538;0.23880797507034157;0.2749661986479459;0.2852058163929682;0.2792484797143981;0.32615569083194984;0.4084280701754386;0.3545048966267682;0.3229570190001845;0.4120824561403509;0.35366763390158384;0.4045369857959786;0.4539578947368421;0.4215663160440092;0.10564533759354242;0.13668239218489397;0.1254553196666464;0.14850416211216683;0.20800190612342148;0.1864797128779123;0.19995964012444295;0.17685203716940673;0.1852107792444796;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;900
0.5957754677754677;0.656442721230288;0.6520343233525697;0.5376382536382537;0.7741489638993875;0.7569628667250808;0.6898045738045738;0.6459963508406099;0.6491796839592713;0.4329183204512221;0.46256532066508316;0.45826392677456507;0.37200334238562777;0.5580841635055128;0.5310862581075347;0.5047461875913933;0.4655858474846669;0.4712675031823968;0.3471279988905838;0.3751947900918711;0.36906325739214735;0.31274164470947163;0.46942900337248517;0.4351987396994668;0.4317182082928859;0.3882567740434934;0.3977514541929229;0.2877126099706745;0.3343086240723364;0.32082439231375404;0.3013280268118978;0.41968864625095964;0.38543674607504397;0.3992878089652283;0.37029088117376097;0.37868218463963144;0.281521421107628;0.33948684985805344;0.3142902131782946;0.3070233368164403;0.41708393593657933;0.3692423691860465;0.4035026123301985;0.37211527130537253;0.3857588420542636;0.3450613221657194;0.40967506795156905;0.37685074309333494;0.3525767274902782;0.45203484062268345;0.40150928486764126;0.43574154950643135;0.42851618482826787;0.43218673069324987;0.41190639625585024;0.5030065832308471;0.45000514325477264;0.41357462298491937;0.5263329233885553;0.46073094726651137;0.522396255850234;0.528223974535195;0.524833449308686;0.6088793580520199;0.720701754385965;0.6474108330310724;0.6060440878066777;0.7286298245614035;0.6482843670656511;0.7111787493082458;0.7643491228070175;0.7295000604521823;0.22001681661481542;0.2955310936383131;0.2682152199038871;0.2940586899857059;0.40094257803192757;0.3622793357260174;0.38816782981585807;0.35254991660710033;0.36543402883387066;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1800
0.8043908523908524;0.8947419523002736;0.8881765718947336;0.7837837837837838;0.9538531213345497;0.9414949995467867;0.9078170478170479;0.877691255050176;0.879880351693507;0.6078420722790892;0.6528251852377069;0.6462987209795721;0.5423146020472112;0.7507966107703762;0.7205485845911378;0.6994234384792145;0.6529506859999291;0.659693277565618;0.4976619054222715;0.5389618947939683;0.5299394086282113;0.4531965053390653;0.6519820134124122;0.6085548957828405;0.6074164470947164;0.5530573322479359;0.5649327435773146;0.4310138248847926;0.4868327219994882;0.4706795174880281;0.4446145789694177;0.5929506099121385;0.5500242468327575;0.5690134059488898;0.5292962552247719;0.5407898405770746;0.4289097875304772;0.4952713053725427;0.4664250242248062;0.45823615464994777;0.5915099898227008;0.533578003875969;0.5737345872518286;0.5275483421715143;0.547624757751938;0.4973425067304816;0.576830985915493;0.5364501717168647;0.5069829494466048;0.6310069187052137;0.5680017019724645;0.6112533652408016;0.5992945391648135;0.6053697231255508;0.6084139365574623;0.7088446791579252;0.6504147883701933;0.6088351534061363;0.7309947189466831;0.6599231537228089;0.7204711388455538;0.7152557331982927;0.7182900190602971;0.8461270983213429;0.9267719298245614;0.8739154878491113;0.8427430363401587;0.9331087719298246;0.8738810301051868;0.9199345139273197;0.9418771929824561;0.9274954660863257;0.37222063398637856;0.4626800095306171;0.42995802664395644;0.4516690490204322;0.5842392184893972;0.5362844455258836;0.5600622214748171;0.5382892542292114;0.5461652168623395;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2700
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7545226655525381;0.816315808132733;0.8073504273504274;0.714990599540422;0.89064771156096;0.8651621506940655;0.8542719866304574;0.8111575140922466;0.8174128629447779;0.621775065871585;0.6886723262394853;0.6740578041686863;0.59093052281237;0.794563708958406;0.7500775569558895;0.7548800443766468;0.7004876536031321;0.7123703344643723;0.560064935064935;0.6288825385993346;0.6089676910953506;0.5761499790532049;0.7336347351360574;0.6880608595502212;0.7148010054461668;0.6707011857033183;0.6834630538885859;0.562060606060606;0.6306347420858107;0.6008266715116279;0.5960487634970394;0.7355626975199528;0.6749182412790697;0.7164430512016718;0.6624811184316246;0.6859375;0.6412013161830691;0.7205028416110699;0.6802170014892259;0.6483972479808555;0.7772720533728688;0.711802571194116;0.7550320071791804;0.7384346429453916;0.7468662431997082;0.7703588143525741;0.8560862330897779;0.8062106314101595;0.7739022360894435;0.8811661723214932;0.8187607781441927;0.8735215808632345;0.8571192939304059;0.8666620276525581;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.49622803329689735;0.5993023588277341;0.5620171543281222;0.5857765071891028;0.7298775315701692;0.6777516880588843;0.6986580341377281;0.678541815582559;0.6858184804428493;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3600
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8644035930645498;0.9681263516148474;0.953077529247742;0.9023062460831418;0.9797419080370121;0.9685070012729587;0.9676749529977021;0.9480731733257702;0.9509171364490513;0.753706836777146;0.84712641004768;0.8267177653902085;0.7602912217445569;0.9030670232972826;0.8718759088705769;0.8726445707946193;0.8284172578206769;0.8380792535142996;0.7068223711772099;0.7709613580141602;0.7524004364429896;0.701401340594889;0.8441235178708522;0.8028217251621507;0.8314348554671135;0.79096818220592;0.8026786688488816;0.6948059909439219;0.757153570089453;0.7300520833333334;0.7201616161616161;0.8492966950559752;0.7931637596899225;0.831856495994427;0.7812041351973861;0.8032218992248062;0.7776248878253066;0.8399493451939708;0.8082879980548886;0.7862243493867783;0.8928391401037806;0.8386779321034556;0.8867304816033503;0.8581121818631084;0.8726505181898307;0.9256796671866875;0.9598683353830573;0.9399776117145191;0.925873114924597;0.9780423931129277;0.9476906786070856;0.9730566822672907;0.9608276061636403;0.9679423955465465;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.666476078365425;0.7383121277102692;0.7123267838676318;0.7056217943328008;0.8441829878484632;0.7940610742745909;0.816273438156899;0.7957283774124374;0.8031601678934241;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4500
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8833559839134656;0.9609163856262356;0.9439723703344644;0.9095714880044377;0.9747365972787534;0.9605004847309743;0.9637220912494799;0.9537287281466837;0.9559119001454193;0.8121889400921659;0.9029685234155079;0.8766981875492513;0.8387620444072057;0.9339912991555063;0.906433290901376;0.9283745286971093;0.8969222895163355;0.9060241255985937;0.852314872866597;0.882241148427875;0.8692326792635658;0.8460243817485197;0.9395832663774171;0.8989147286821706;0.9285726227795194;0.9057849911618191;0.9156904069767442;0.9145318576129225;0.9412923152952805;0.9276977783180865;0.9109303021238409;0.9760390412651346;0.9429632556301857;0.9709458570146575;0.9544217939214232;0.9628161565814667;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8253123686201967;0.8655715987610197;0.8510085771640611;0.8214580005044985;0.9322096735763641;0.892147332562808;0.9115395610863534;0.8951441505837503;0.9010748829004197;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5400
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9746732299958106;0.9969222895163354;0.9904837243135115;0.9784415584415584;0.9973351531178026;0.9918676122931442;0.9952387934645999;0.9923185191503882;0.993163605504031;0.9811452455590387;0.9957844555144892;0.9894210271317829;0.9799136189481017;0.9975328083989501;0.989874031007752;0.9964026471612678;0.993557233917189;0.9947940891472868;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9484032624232742;0.9861863235644508;0.9725190096721211;0.9518674850752543;0.9895582558970694;0.97592432629722;0.9866930126965442;0.9750879199428163;0.9792858446377517;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6300
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;7200
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;8100
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;9000
