time_total;time_positive;time_negative;len_T
485080.08;478824.38;483751.48;500
553831.02;544812.02;546234.28;600
695776.12;690504.1;693443.18;800
752874.3;765296.6;761426.96;900
820087.86;815381.16;822567.96;1000
