time_total;time_positive;time_negative;len_T
22439474.74;31696913.78;22670052.06;500
25585462.98;38062691.6;25918008.76;600
32195363.74;48822277.6;33218318.56;800
37896478.82;55535012.3;38032204.88;900
41596041.78;60331585.04;41410732.14;1000
45269121.44;66914812.72;44928770.44;1100
51716107.04;76174576.66;51906958.86;1200
56685291.46;84142153.22;57889647.4;1300
57906447.5;87262456.28;59273770.9;1400
63751605.44;95180812.28;66170436.42;1500
