time_total;time_positive;time_negative;len_T
26301826.8;26904335.68;34929969.4;500
30739251.48;31899728.58;40711543.08;600
40049443.2;42501913.8;55517397.5;800
45128935.86;46642734.04;60859985.16;900
51338219.52;52261774.98;68268300.18;1000
56587312.78;57855717.96;74717546.74;1100
63460426.08;65366705.2;85754452.46;1200
67733941.22;70981613.16;92620164.88;1300
69983908.48;73476185.12;98228354.26;1400
