time_total;time_positive;time_negative;len_T
29085045.66;30536731.34;36012707.02;500
34660793.1;37497757.58;43644467.6;600
44967129.16;49940185.06;57405486.4;800
52289072.26;56414602.92;63836981.64;900
57979697.82;60771916.62;70511255.18;1000
63289305.98;67423573.46;77171097.54;1100
70192853.5;76118789.78;88690645.78;1200
76131591.1;83411418.26;96743165.36;1300
80280907.08;88333353.06;100712748.5;1400
86256958.04;95405706.1;108363898.86;1500
