time_total;time_positive;time_negative;len_T
494924.7;488388.94;496328.82;500
564632.24;562723.06;563173.52;600
700933.8;702217.02;699689.46;800
773272.82;773990.44;769406.36;900
845430.16;837006.74;837539.64;1000
923771.02;908694.5;907114.18;1100
1009877;1010658.48;1013110.5;1200
1079820.94;1091123.62;1075490.16;1300
1146327.7;1136197.06;1131142.74;1400
1217511.66;1202874.68;1197445.3;1500
