pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.0_negative;neg0.0_negative;tot0.0_negative;pos0.0_total;neg0.0_total;tot0.0_total;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.1_negative;neg0.1_negative;tot0.1_negative;pos0.1_total;neg0.1_total;tot0.1_total;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.2_negative;neg0.2_negative;tot0.2_negative;pos0.2_total;neg0.2_total;tot0.2_total;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.3_negative;neg0.3_negative;tot0.3_negative;pos0.3_total;neg0.3_total;tot0.3_total;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.4_negative;neg0.4_negative;tot0.4_negative;pos0.4_total;neg0.4_total;tot0.4_total;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.5_negative;neg0.5_negative;tot0.5_negative;pos0.5_total;neg0.5_total;tot0.5_total;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.6_negative;neg0.6_negative;tot0.6_negative;pos0.6_total;neg0.6_total;tot0.6_total;pos0.7_positive;neg0.7_positive;tot0.7_positive;pos0.7_negative;neg0.7_negative;tot0.7_negative;pos0.7_total;neg0.7_total;tot0.7_total;query_budget
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.1954857142857143;0.3251722222222222;0.3122035714285714;0.2839714285714286;0.23334126984126985;0.2384042857142857;0.13707142857142857;0.21964603174603176;0.21138857142857143;0.13;0.20732767857142856;0.19186214285714287;0.191275;0.15370625;0.16122;0.10500357142857143;0.13502589285714287;0.12902142857142856;0.11312857142857143;0.16693979591836736;0.15079642857142858;0.15899285714285713;0.12468469387755102;0.13497714285714285;0.09026428571428571;0.10285714285714286;0.09907928571428572;0.10295;0.1491952380952381;0.13069714285714285;0.14786785714285713;0.11432380952380952;0.12774142857142856;0.07784285714285714;0.08589761904761904;0.08267571428571428;0.09982428571428571;0.13854285714285713;0.11918357142857143;0.13844;0.09983;0.119135;0.0665;0.06634714285714285;0.06642357142857143;0.1138702380952381;0.1481107142857143;0.12756642857142858;0.149175;0.10297857142857143;0.13069642857142857;0.08604880952380953;0.07783392857142857;0.08276285714285714;0.12448469387755103;0.15859285714285715;0.13471714285714287;0.16638673469387755;0.1125047619047619;0.15022214285714286;0.10288469387755102;0.09026428571428571;0.09909857142857142;1400
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.4040642857142857;0.6376039682539683;0.61425;0.56625;0.47329920634920636;0.4825942857142857;0.26977142857142855;0.4480873015873016;0.4302557142857143;0.2624464285714286;0.41374642857142857;0.38348642857142856;0.38225;0.31157142857142855;0.32570714285714286;0.2092892857142857;0.27484642857142855;0.261735;0.22789285714285715;0.33098469387755103;0.30005714285714286;0.3173238095238095;0.25321020408163264;0.2724442857142857;0.1807690476190476;0.20838673469387756;0.20010142857142857;0.20786607142857144;0.29626309523809524;0.2609042857142857;0.29420714285714283;0.23167619047619048;0.25668857142857143;0.15520178571428572;0.17375238095238096;0.16633214285714285;0.22567;0.28794714285714285;0.25680857142857144;0.28771714285714284;0.22554142857142856;0.2566292857142857;0.1446042857142857;0.14401714285714284;0.1443107142857143;0.2314857142857143;0.2948375;0.25682642857142857;0.2957821428571429;0.20748571428571427;0.2604635714285714;0.17377261904761904;0.15482321428571427;0.16619285714285714;0.25361020408163265;0.31748095238095236;0.27277142857142855;0.3306969387755102;0.22841190476190476;0.3000114285714286;0.20812244897959184;0.1805142857142857;0.19984;2800
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.6856642857142857;0.8873698412698413;0.8671992857142857;0.8383642857142857;0.7527063492063492;0.7612721428571428;0.3954857142857143;0.7152039682539683;0.6832321428571428;0.4067892857142857;0.6095446428571428;0.5689935714285714;0.5719857142857143;0.4714955357142857;0.4915935714285714;0.3114392857142857;0.41709196428571427;0.3959614285714286;0.3455357142857143;0.4941234693877551;0.44954714285714287;0.47495238095238096;0.3834224489795918;0.41088142857142856;0.26924761904761907;0.3184438775510204;0.303685;0.3141839285714286;0.4427833333333333;0.3913435714285714;0.44106428571428574;0.34843928571428573;0.3854892857142857;0.23189285714285715;0.26565;0.25214714285714285;0.3430214285714286;0.43228;0.3876507142857143;0.4319342857142857;0.34146714285714286;0.3867007142857143;0.23383;0.23211714285714286;0.23297357142857142;0.3486309523809524;0.44158035714285715;0.3858107142857143;0.44230238095238095;0.31444285714285714;0.3911585714285714;0.2658261904761905;0.23106428571428572;0.2519214285714286;0.3844489795918367;0.4755595238095238;0.4117821428571429;0.49407244897959185;0.3450738095238095;0.44937285714285713;0.31926938775510205;0.2674047619047619;0.30371;4200
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5819071428571428;0.7898446428571428;0.7482571428571428;0.7564892857142858;0.6494026785714285;0.67082;0.407475;0.5761714285714286;0.5424321428571428;0.47017619047619047;0.6513520408163266;0.5969992857142857;0.6325238095238095;0.5295724489795919;0.5604578571428571;0.3608452380952381;0.44166122448979594;0.4174164285714286;0.42615714285714285;0.5830309523809524;0.5202814285714286;0.5863428571428572;0.4702297619047619;0.516675;0.3049232142857143;0.36759166666666665;0.3425242857142857;0.46369714285714286;0.5763128571428572;0.520005;0.5758485714285714;0.46447;0.5201592857142857;0.3272457142857143;0.32625;0.32674785714285715;0.469825;0.5841464285714286;0.5155535714285714;0.58305;0.4268839285714286;0.5205835714285715;0.36792619047619046;0.3056357142857143;0.34301;0.530065306122449;0.6322595238095238;0.5607235714285714;0.6506724489795919;0.46965238095238093;0.5963664285714285;0.44291632653061225;0.3623095238095238;0.4187342857142857;5600
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8097;0.9457482142857143;0.9185385714285714;0.929725;0.8775098214285715;0.8879528571428571;0.48930357142857145;0.7841107142857143;0.7251492857142857;0.6265928571428572;0.8033530612244898;0.750325;0.7863190476190476;0.6868438775510204;0.7166864285714286;0.44681666666666664;0.5706663265306122;0.5335114285714285;0.5608464285714285;0.7191714285714286;0.6558414285714286;0.7237017857142857;0.6015226190476191;0.6503942857142857;0.4052089285714286;0.48080119047619047;0.4505642857142857;0.5895128571428572;0.7142414285714286;0.6518771428571428;0.7146014285714286;0.58979;0.6521957142857143;0.42059714285714284;0.4188;0.4196985714285714;0.6007190476190476;0.7239375;0.6500064285714285;0.7199678571428572;0.5611482142857143;0.65644;0.481025;0.40415;0.450275;0.686411224489796;0.7858404761904761;0.71624;0.8041163265306123;0.6267785714285714;0.750915;0.5723255102040816;0.44744761904761904;0.5348621428571428;7000
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8287738095238095;0.9331;0.9018021428571429;0.9336619047619048;0.8672591836734694;0.88718;0.5473119047619047;0.7223061224489796;0.6698078571428572;0.7347892857142857;0.8554964285714286;0.8072135714285714;0.8611142857142857;0.7631321428571428;0.802325;0.5213303571428571;0.6006321428571428;0.5689114285714286;0.73105;0.8435557142857143;0.7873028571428572;0.84445;0.7321642857142857;0.7883071428571429;0.5367985714285715;0.5373757142857143;0.5370871428571429;0.7630714285714286;0.8608089285714285;0.8021664285714286;0.8555488095238095;0.7366178571428571;0.8079764285714286;0.6007071428571429;0.5210232142857143;0.5688335714285714;0.8679704081632653;0.934445238095238;0.8879128571428572;0.9336612244897959;0.8296214285714286;0.9024492857142857;0.721404081632653;0.5459261904761905;0.6687607142857143;8400
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9614;0.9886702380952381;0.9777621428571428;0.9871089285714286;0.9635071428571429;0.9729478571428571;0.632475;0.7476011904761904;0.7015507142857142;0.9150571428571429;0.9657214285714286;0.9403892857142857;0.9661142857142857;0.9159828571428571;0.9410485714285715;0.6616785714285714;0.66016;0.6609192857142857;0.9631583333333333;0.9868303571428572;0.9726271428571429;0.9882571428571428;0.9603678571428571;0.9771014285714286;0.7483059523809524;0.6331089285714285;0.7022271428571428;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;9800
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;11200
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;12600
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;14000
