PSU;len_T
223723731.87;500000
237896433.585;600000
263116978.62;700000
287160549.47;800000
301744448.44;900000
317266021.9;1000000
293760137.78;1100000
302953058.225;1200000
274156011.295;1300000
294631860.475;1400000
254348073.265;1500000
