PSU;len_T
200089278.54;500000
225107248.4;600000
241900863.08;700000
276267626.2;800000
304228935.06;900000
321020700.64;1000000
316694197.6;1100000
317815177.28;1200000
302971251.78;1300000
288263677.7;1400000
