PSU;len_T
195161095.66;500000
208444320.94;600000
236176308.36;700000
265617705.66;800000
262838821.68;900000
285679100.88;1000000
285313934.32;1100000
300128245.24;1200000
295088516.92;1300000
308776853.34;1400000
327529189.4;1500000
