PSU;len_T
109079988.78;500000
120771043.68;600000
146841762.88;700000
157210433.8;800000
159441204.98;900000
182499452.36;1000000
176212308.42;1100000
199271392.86;1200000
186845604.44;1300000
197356762.4;1400000
208089001.04;1500000
