PSU;max_V_match_fraction
242858966.38;0.0
302765976.4;0.1
327811815.78;0.2
339791423.06;0.3
293101727.92;0.4
228815094.04;0.5
242955238.64;0.6
238679829.5;0.7
233161053.8;0.8
187687583.88;0.9
