PSU;max_V_match_fraction
222427094.82;0.0
269414700.42;0.1
297723746.28;0.2
300400710;0.3
300927260.82;0.4
313337360.62;0.5
304851330.94;0.6
335597187.58;0.7
302777171.48;0.8
275881419.96;0.9
248149314.2;1.0
