PSU;max_V_match_fraction
2198938298.6;0.0
2336276395.32;0.1
2329762408.32;0.2
2338342348.08;0.3
2268517171.12;0.4
2053040677.62;0.5
2010407040.82;0.6
1936490446.24;0.7
1897923240.02;0.8
1759107724.74;0.9
