PSU;max_V_match_fraction
3004541141.36;0.0
3082152021.78;0.1
2953981817.56;0.2
2971970046.8;0.3
2759874430.5;0.4
2711776901.44;0.5
2470556627.38;0.6
2227162697.38;0.7
