PSU;len_T
1075709885.58;2500000
1130687010.4;3000000
1191808019.84;3500000
1325670343.95;4000000
1456222555.33;4500000
1647932516.94;5000000
1567239024.15;5500000
1626629106.68;6000000
1770873282.61;6500000
1832430208.93;7000000
1882554752.76;7500000
