PSU;len_T
219992667.3;500000
231682256.2;600000
261578318.98;700000
274750999.36;800000
287708087.82;900000
309721322.26;1000000
319294635.78;1100000
327604145.28;1200000
322340987.24;1300000
331200760.3;1400000
355668845.22;1500000
