PSU;len_T
5167635.49;5000
5597116.57;6000
6220246.25;7000
5541790.37;8000
6267807.15;9000
6419701.63;10000
6685979.74;11000
7831046.25;12000
7896894.01;13000
8339379.66;14000
8790243.5;15000
