PSU;len_T
5042522.07;5000
5359858.93;6000
5874642.22;7000
6204575.92;8000
5786583.88;9000
6213103.61;10000
6736176.82;11000
6979153.47;12000
7424798.95;13000
7611357.33;14000
7984679.74;15000
