PSU;len_T
5126461.35;5000
5579515.42;6000
6003386.54;7000
6499314.86;8000
6092853.01;9000
6498309.71;10000
6630135.34;11000
7668791.11;12000
7717243.6;13000
8765030.57;14000
8629105.46;15000
