PSU;len_T
6304550.05;5000
5907676.21;6000
7713875.2;7000
7881026.83;8000
5648875.37;9000
6020869.81;10000
6345775.14;11000
6963778.88;12000
6803805.47;13000
7226276.57;14000
7704102.53;15000
