time_positive;time_negative;time_total;max_V_match_fraction
8408808.44;8426074.41;8373179.93;0.0
58365363.3;57666518.34;67266429.64;0.1
83421416.69;83140202.31;96017467.44;0.2
101804843.22;98373259.78;115748871.19;0.3
108115390.65;109715951.02;126277666.05;0.4
112693971.11;113307116.68;132000125.2;0.5
107880866.55;112173618.51;127538097;0.6
93957197.04;101166886.25;112100365.73;0.7
