pos0.0_total;neg0.0_total;tot0.0_total;pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.0_negative;neg0.0_negative;tot0.0_negative;pos0.1_total;neg0.1_total;tot0.1_total;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.1_negative;neg0.1_negative;tot0.1_negative;pos0.2_total;neg0.2_total;tot0.2_total;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.2_negative;neg0.2_negative;tot0.2_negative;pos0.3_total;neg0.3_total;tot0.3_total;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.3_negative;neg0.3_negative;tot0.3_negative;pos0.4_total;neg0.4_total;tot0.4_total;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.4_negative;neg0.4_negative;tot0.4_negative;pos0.5_total;neg0.5_total;tot0.5_total;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.5_negative;neg0.5_negative;tot0.5_negative;pos0.6_total;neg0.6_total;tot0.6_total;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.6_negative;neg0.6_negative;tot0.6_negative;pos0.7_total;neg0.7_total;tot0.7_total;pos0.7_positive;neg0.7_positive;tot0.7_positive;pos0.7_negative;neg0.7_negative;tot0.7_negative;pos0.8_total;neg0.8_total;tot0.8_total;pos0.8_positive;neg0.8_positive;tot0.8_positive;pos0.8_negative;neg0.8_negative;tot0.8_negative;pos0.9_total;neg0.9_total;tot0.9_total;pos0.9_positive;neg0.9_positive;tot0.9_positive;pos0.9_negative;neg0.9_negative;tot0.9_negative;pos1.0_total;neg1.0_total;tot1.0_total;pos1.0_positive;neg1.0_positive;tot1.0_positive;pos1.0_negative;neg1.0_negative;tot1.0_negative;query_budget
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.12196078431372549;0.20165413533834586;0.19262222222222222;0.16745098039215686;0.28340852130325817;0.27026666666666666;0.24627450980392157;0.21260651629072683;0.2164222222222222;0.09578947368421052;0.12236619718309859;0.11675555555555556;0.11378947368421052;0.1872112676056338;0.17171111111111112;0.17273684210526316;0.14430985915492958;0.15031111111111112;0.06986301369863014;0.09388157894736843;0.0860888888888889;0.09938356164383562;0.14434210526315788;0.12975555555555557;0.14171232876712328;0.11325657894736842;0.12248888888888888;0.06956989247311827;0.08053030303030304;0.076;0.09526881720430108;0.1356439393939394;0.11895555555555555;0.12580645161290321;0.10246212121212121;0.1121111111111111;0.06776053215077606;0.05982182628062361;0.0638;0.09419068736141907;0.1244097995545657;0.10926666666666666;0.12332594235033259;0.09425389755011136;0.10882222222222222;0.08633517495395948;0.06829131652661065;0.07917777777777778;0.10320441988950277;0.13327731092436976;0.11513333333333334;0.13337016574585636;0.095406162464986;0.11831111111111112;0.1034375;0.07623076923076923;0.09557777777777778;0.11875;0.14461538461538462;0.12622222222222224;0.1545;0.09984615384615385;0.13871111111111112;0.13441540577716643;0.09722543352601157;0.12726666666666667;0.15094910591471802;0.1821965317919075;0.15695555555555554;0.19878954607977992;0.1230057803468208;0.18422222222222223;0.22756425948592413;0.1380722891566265;0.21931111111111112;0.23664626682986536;0.27951807228915665;0.2406;0.33172582619339047;0.1946987951807229;0.31908888888888887;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;90
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.24941176470588236;0.41854636591478694;0.3993777777777778;0.3564705882352941;0.5681954887218045;0.5442;0.5021568627450981;0.4455889724310777;0.452;0.19642105263157894;0.263830985915493;0.2496;0.2538947368421053;0.3820845070422535;0.35502222222222224;0.3682105263157895;0.30138028169014086;0.3154888888888889;0.16102739726027399;0.19759868421052632;0.18573333333333333;0.21623287671232877;0.3086842105263158;0.2786888888888889;0.2965068493150685;0.23980263157894738;0.2582;0.15505376344086022;0.17075757575757575;0.16426666666666667;0.1993010752688172;0.28393939393939394;0.24895555555555557;0.2860752688172043;0.2290151515151515;0.2526;0.14545454545454545;0.14534521158129177;0.1454;0.20430155210643017;0.27385300668151447;0.239;0.27299334811529935;0.20369710467706012;0.23842222222222223;0.17373848987108656;0.15450980392156863;0.1661111111111111;0.22449355432780846;0.28476190476190477;0.2484;0.29141804788213627;0.20778711484593837;0.25824444444444444;0.20940625;0.18069230769230768;0.2011111111111111;0.253;0.3106923076923077;0.26966666666666667;0.33009375;0.22923076923076924;0.30095555555555553;0.27694635488308117;0.2107514450867052;0.26422222222222225;0.3218707015130674;0.38104046242774564;0.33324444444444445;0.40585969738651995;0.26578034682080925;0.37893333333333334;0.4913096695226438;0.2653012048192771;0.47046666666666664;0.506609547123623;0.5756626506024096;0.5129777777777778;0.65468788249694;0.42240963855421687;0.6332666666666666;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;180
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.3719607843137255;0.6471428571428571;0.6159555555555556;0.6049019607843137;0.8197243107769424;0.7953777777777777;0.7696078431372549;0.6965413533834587;0.7048222222222222;0.28768421052631576;0.40574647887323945;0.38082222222222223;0.3875789473684211;0.5789014084507043;0.5385111111111112;0.5441052631578948;0.4702816901408451;0.48586666666666667;0.24993150684931506;0.3030592105263158;0.2858222222222222;0.3334931506849315;0.46707236842105265;0.42373333333333335;0.44931506849315067;0.3736184210526316;0.3981777777777778;0.23102150537634408;0.2637878787878788;0.25024444444444444;0.3081720430107527;0.4147348484848485;0.3706888888888889;0.4288709677419355;0.34791666666666665;0.38137777777777776;0.22580931263858092;0.23688195991091315;0.23133333333333334;0.3411086474501109;0.41741648106904233;0.3791777777777778;0.41631929046563193;0.3451670378619154;0.38082222222222223;0.26865561694290974;0.2196078431372549;0.2492;0.3515653775322284;0.4284593837535014;0.38206666666666667;0.42648250460405157;0.3122689075630252;0.3811777777777778;0.32878125;0.266;0.31064444444444445;0.395125;0.4646153846153846;0.4152;0.48225;0.34684615384615386;0.4431333333333333;0.43623108665749655;0.30265895953757227;0.41055555555555556;0.48429160935350757;0.5647398843930636;0.49975555555555556;0.6113067400275103;0.4070520231213873;0.5720444444444445;0.7712851897184823;0.40795180722891566;0.7377777777777778;0.8283720930232558;0.8730120481927711;0.8324888888888888;0.9170379436964504;0.7346987951807229;0.9002222222222223;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;270
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.7680392156862745;0.9652380952380952;0.9428888888888889;0.9866666666666667;0.9975187969924812;0.9962888888888889;0.9892156862745098;0.9871177944862155;0.9873555555555555;0.39610526315789474;0.552056338028169;0.5191333333333333;0.5583157894736842;0.7612112676056338;0.7183777777777778;0.7312631578947368;0.6306478873239436;0.6518888888888889;0.33465753424657535;0.4145065789473684;0.3886;0.4604794520547945;0.6274013157894737;0.5732444444444444;0.6082191780821918;0.5063157894736842;0.5393777777777777;0.3072043010752688;0.35965909090909093;0.33797777777777777;0.4260215053763441;0.57125;0.5112222222222222;0.5791935483870968;0.47208333333333335;0.5163555555555556;0.32403547671840355;0.3317594654788419;0.3278888888888889;0.4530376940133038;0.5585300668151447;0.5056666666666667;0.5651884700665188;0.4575946547884187;0.5115111111111111;0.3679926335174954;0.30117647058823527;0.3414888888888889;0.4725230202578269;0.5811204481792717;0.5156;0.5756537753222836;0.4228571428571429;0.5150444444444444;0.4506875;0.3610769230769231;0.4248;0.54153125;0.6300769230769231;0.5671111111111111;0.6595;0.4859230769230769;0.6093555555555555;0.5879229711141678;0.40173410404624277;0.5521333333333334;0.6724346629986245;0.7697109826589595;0.6911333333333334;0.7907015130674003;0.5877456647398844;0.7516888888888889;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;360
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.48357894736842105;0.7436338028169014;0.6887333333333333;0.7678947368421053;0.9229859154929577;0.8902444444444444;0.9125263157894736;0.8524225352112677;0.8651111111111112;0.43773972602739725;0.5413486842105263;0.5077333333333334;0.591917808219178;0.7679605263157895;0.7108444444444444;0.7576712328767123;0.659671052631579;0.6914666666666667;0.3906989247311828;0.4696212121212121;0.437;0.5492473118279569;0.7009090909090909;0.6382222222222222;0.7156451612903226;0.6036363636363636;0.6499333333333334;0.41747228381374724;0.4120712694877506;0.4147777777777778;0.5863414634146341;0.7042761692650334;0.6451777777777777;0.7074057649667406;0.5877951002227172;0.6477333333333334;0.4790055248618785;0.4018487394957983;0.4484;0.6097974217311234;0.7231932773109244;0.6547777777777778;0.716353591160221;0.5610644257703081;0.6547555555555555;0.5850625;0.43946153846153846;0.543;0.6989375;0.7911538461538462;0.7255777777777778;0.8121875;0.6364615384615384;0.7614222222222222;0.8115818431911968;0.4873988439306358;0.7492666666666666;0.8994773039889958;0.9389595375722544;0.9070666666666667;0.9592847317744154;0.8542196531791908;0.9390888888888889;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;450
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5267123287671233;0.6859868421052632;0.6343111111111112;0.7984931506849315;0.9136513157894737;0.8762888888888889;0.9050684931506849;0.8349013157894737;0.8576666666666667;0.5181182795698924;0.5851515151515152;0.5574444444444444;0.7403225806451613;0.8527651515151515;0.8062888888888889;0.8513440860215054;0.751439393939394;0.7927333333333333;0.5349445676274944;0.5229398663697105;0.5289555555555555;0.7418181818181818;0.844543429844098;0.7930666666666667;0.8378713968957872;0.7306013363028954;0.7843555555555556;0.6042725598526704;0.5115966386554622;0.5675111111111111;0.7649723756906077;0.8641456582633054;0.8043111111111111;0.8613996316758747;0.7440336134453781;0.8148444444444445;0.7409375;0.5477692307692308;0.6851333333333334;0.88596875;0.9415384615384615;0.9020222222222222;0.94928125;0.8640769230769231;0.9246666666666666;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;540
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9995890410958904;0.9998684210526316;0.9997777777777778;0.9996575342465753;0.9992434210526315;0.9993777777777778;0.6612903225806451;0.7578409090909091;0.7179333333333333;0.9572043010752688;0.9839015151515151;0.9728666666666667;0.9817204301075269;0.9592424242424242;0.9685333333333334;0.6585809312638581;0.6616926503340758;0.6601333333333333;0.9188913525498892;0.9654342984409799;0.9421111111111111;0.9666518847006652;0.9217371937639198;0.9442444444444444;0.81646408839779;0.722296918767507;0.7791111111111111;0.9666298342541436;0.9851540616246499;0.9739777777777778;0.9893922651933702;0.9712044817927171;0.9821777777777778;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;630
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;720
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;810
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1;1.0;900
