pos0.0_total;neg0.0_total;tot0.0_total;pos0.0_positive;neg0.0_positive;tot0.0_positive;pos0.0_negative;neg0.0_negative;tot0.0_negative;pos0.1_total;neg0.1_total;tot0.1_total;pos0.1_positive;neg0.1_positive;tot0.1_positive;pos0.1_negative;neg0.1_negative;tot0.1_negative;pos0.2_total;neg0.2_total;tot0.2_total;pos0.2_positive;neg0.2_positive;tot0.2_positive;pos0.2_negative;neg0.2_negative;tot0.2_negative;pos0.3_total;neg0.3_total;tot0.3_total;pos0.3_positive;neg0.3_positive;tot0.3_positive;pos0.3_negative;neg0.3_negative;tot0.3_negative;pos0.4_total;neg0.4_total;tot0.4_total;pos0.4_positive;neg0.4_positive;tot0.4_positive;pos0.4_negative;neg0.4_negative;tot0.4_negative;pos0.5_total;neg0.5_total;tot0.5_total;pos0.5_positive;neg0.5_positive;tot0.5_positive;pos0.5_negative;neg0.5_negative;tot0.5_negative;pos0.6_total;neg0.6_total;tot0.6_total;pos0.6_positive;neg0.6_positive;tot0.6_positive;pos0.6_negative;neg0.6_negative;tot0.6_negative;pos0.7_total;neg0.7_total;tot0.7_total;pos0.7_positive;neg0.7_positive;tot0.7_positive;pos0.7_negative;neg0.7_negative;tot0.7_negative;query_budget
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.12442748091603054;0.21171941830624466;0.20292307692307693;0.18900763358778627;0.3120102651839179;0.2996153846153846;0.26717557251908397;0.22544054747647563;0.22964615384615383;0.0941304347826087;0.12408203125;0.11772307692307692;0.11934782608695652;0.19125;0.17598461538461538;0.17405797101449275;0.14244140625;0.14915384615384616;0.0831979695431472;0.10309050772626932;0.09706153846153846;0.10147208121827411;0.15068432671081677;0.13576923076923078;0.14720812182741116;0.11799116997792494;0.12684615384615386;0.057365491651205934;0.08307490144546649;0.07241538461538462;0.09692022263450835;0.13366622864651773;0.11843076923076923;0.13131725417439702;0.10115637319316688;0.11366153846153847;0.065662100456621;0.06401244167962675;0.06484615384615385;0.09762557077625571;0.12979782270606532;0.11353846153846153;0.12837138508371385;0.09723172628304821;0.11296923076923077;0.08673392181588903;0.06603550295857988;0.07866153846153846;0.10511979823455234;0.13502958579881658;0.11678461538461539;0.1380580075662043;0.0957396449704142;0.12155384615384615;0.10111475409836065;0.0855064935064935;0.0964923076923077;0.11986885245901639;0.15158441558441557;0.12926153846153846;0.15860109289617486;0.10155844155844156;0.1417076923076923;130
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.25190839694656486;0.4659024807527802;0.4443384615384615;0.4073282442748092;0.6153122326775021;0.5943538461538461;0.5436641221374046;0.4827544910179641;0.4888923076923077;0.1872463768115942;0.2597265625;0.24433846153846153;0.2652898550724638;0.38689453125;0.3610769230769231;0.35405797101449277;0.2890234375;0.30283076923076924;0.18269035532994923;0.21141280353200884;0.2027076923076923;0.22045685279187818;0.3216777041942605;0.291;0.31451776649746194;0.24874172185430463;0.2686769230769231;0.1303896103896104;0.17576872536136662;0.15695384615384617;0.20742115027829314;0.2826544021024967;0.25146153846153846;0.28100185528756955;0.2161892247043364;0.24306153846153847;0.14054794520547945;0.1398755832037325;0.1402153846153846;0.20858447488584475;0.27679626749611197;0.24232307692307692;0.2704109589041096;0.20451010886469673;0.23781538461538462;0.18340479192938208;0.16177514792899408;0.17496923076923077;0.22655737704918033;0.2869033530571992;0.25009230769230767;0.2928625472887768;0.20816568047337278;0.25983076923076925;0.21127868852459017;0.18457142857142858;0.20336923076923077;0.25256830601092894;0.3108051948051948;0.2698153846153846;0.32701639344262295;0.21766233766233767;0.29463076923076925;260
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;0.37251908396946565;0.716732249786142;0.6820461538461539;0.6610687022900763;0.8825320786997434;0.8602153846153846;0.8222900763358779;0.7536526946107784;0.7605692307692308;0.29695652173913045;0.40794921875;0.3843846153846154;0.4052898550724638;0.576953125;0.5405076923076924;0.5294202898550725;0.45076171875;0.4674615384615385;0.27573604060913703;0.3229580573951435;0.30864615384615385;0.3320812182741117;0.47927152317880795;0.4346615384615385;0.4651269035532995;0.38653421633554086;0.4103538461538462;0.22979591836734695;0.2742969776609724;0.25584615384615383;0.32025974025974024;0.42667542706964523;0.38255384615384613;0.4192578849721707;0.3334559789750329;0.3690307692307692;0.2354033485540335;0.22497667185069983;0.23024615384615385;0.3311719939117199;0.41838258164852254;0.3743076923076923;0.4136681887366819;0.32398133748055985;0.3693076923076923;0.28007566204287515;0.23763313609467457;0.2635230769230769;0.3472383354350567;0.4284418145956608;0.37890769230769233;0.43238335435056746;0.318974358974359;0.3881538461538461;0.32572677595628413;0.2772987012987013;0.31138461538461537;0.386448087431694;0.46514285714285714;0.40975384615384614;0.48242622950819675;0.3352207792207792;0.43883076923076925;390
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.38565217391304346;0.5690625;0.5301230769230769;0.5561594202898551;0.7621875;0.7184461538461538;0.7177536231884057;0.63751953125;0.6545538461538462;0.3657868020304568;0.433112582781457;0.41270769230769233;0.4599492385786802;0.6377483443708609;0.5838615384615384;0.6215736040609137;0.5244591611479029;0.5538923076923077;0.3238961038961039;0.36801576872536135;0.3497230769230769;0.4344712430426716;0.5688567674113009;0.5131384615384615;0.5671243042671614;0.4549277266754271;0.5014461538461539;0.3324505327245053;0.3345256609642302;0.33347692307692306;0.4496499238964992;0.5656609642301711;0.5070307692307693;0.5604566210045662;0.4445723172628305;0.5031384615384615;0.380655737704918;0.317396449704142;0.3559846153846154;0.47407313997477935;0.5741222879684418;0.5130923076923077;0.5736443883984867;0.43944773175542406;0.5213076923076924;0.44616393442622954;0.3681558441558442;0.4230615384615385;0.524808743169399;0.6268051948051948;0.5550153846153846;0.639103825136612;0.46005194805194805;0.586076923076923;520
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.48007246376811596;0.74220703125;0.6865538461538462;0.773840579710145;0.91966796875;0.8887076923076923;0.8947826086956522;0.82896484375;0.8429384615384615;0.45908629441624366;0.560794701986755;0.5299692307692307;0.620507614213198;0.7904415011037528;0.7389384615384615;0.7806091370558376;0.6721854304635762;0.7050461538461539;0.4112430426716141;0.47411300919842314;0.44804615384615387;0.5578849721706864;0.7065440210249672;0.6449076923076923;0.7084972170686457;0.5992378449408673;0.6445384615384615;0.4313546423135464;0.4244167962674961;0.4279230769230769;0.571841704718417;0.6952721617418351;0.6328923076923076;0.7050837138508371;0.577293934681182;0.6418769230769231;0.4958890290037831;0.4099802761341223;0.4623846153846154;0.6013366960907944;0.7140039447731755;0.6452769230769231;0.7242875157629256;0.5727810650887574;0.6652;0.5708196721311476;0.4579220779220779;0.5373846153846153;0.6735300546448088;0.7820259740259741;0.7056615384615385;0.7948196721311476;0.6243116883116883;0.744323076923077;650
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5338071065989848;0.7242163355408389;0.6665076923076924;0.8149238578680204;0.9258719646799117;0.8922461538461538;0.9188832487309645;0.8522737306843267;0.8724615384615385;0.531948051948052;0.58580814717477;0.5634769230769231;0.7201484230055658;0.846281208935611;0.7939846153846154;0.8458998144712431;0.743442838370565;0.785923076923077;0.5423744292237443;0.544447900466563;0.5434;0.7168949771689498;0.8344012441679627;0.7750153846153847;0.8375951293759513;0.7175116640746501;0.7782;0.608499369482976;0.5356213017751479;0.580076923076923;0.7552332912988651;0.8526627218934911;0.7932307692307692;0.8553089533417402;0.724930966469428;0.8044615384615385;0.731191256830601;0.5421298701298701;0.6752;0.8683060109289618;0.9267532467532468;0.8856153846153846;0.9336174863387978;0.8257662337662338;0.901676923076923;780
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6572170686456401;0.7472010512483575;0.7098923076923077;0.9400371057513914;0.9785282522996058;0.9625692307692307;0.9694990723562152;0.9285413929040736;0.9455230769230769;0.6670015220700152;0.6622706065318819;0.6646615384615384;0.899847792998478;0.9550233281493001;0.9271384615384616;0.9596042617960426;0.9042612752721617;0.9322307692307692;0.7934174022698612;0.6796449704142011;0.7490461538461538;0.9559899117276166;0.98232741617357;0.9662615384615385;0.9826229508196721;0.9495463510848127;0.9697230769230769;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;910
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1040
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1170
1;1.0;1.0;1;1.0;1.0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1300
