num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
1;1;1;0.0
4793.26;4808.02;4807.54;0.1
7119.54;7121.28;7124.92;0.2
8576.96;8564.88;8574.8;0.3
9356.48;9351.42;9356.48;0.4
9613.32;9624.16;9611.78;0.5
9364.32;9362.3;9346.88;0.6
8561.54;8565.5;8554.92;0.7
7113.26;7113.86;7116.22;0.8
4783.88;4781.94;4781.7;0.9
1;1;1;1.0
