experiment;len_T;len_V;max_V_match_fraction;len_pos_true;len_neg_true;time_all;attack_name;success;len_pos_recovered;len_neg_recovered
T900000V1000000_0.2;900000;1000000;0.2;180000;720000;[294764400, 282035407, 295700899, 294497278, 322890817, 308324903, 277646180, 265644223, 266701164, 284095688, 299100616, 268836437, 300342439, 285380951, 257243935, 296676910, 361153612, 339143447, 282220319, 261588430, 283061727, 284675493, 296350798, 264676574, 272279173, 275114423, 282428521, 263827403, 299295918, 288007930, 302448897, 315012240, 311847081, 279334504, 255599513, 290337238, 284804540, 274145899, 295196928, 273599774, 279669987, 268848386, 294022714, 276995255, 290158776, 275321385, 309660624, 304216779, 277377459, 273100397];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000];[720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000, 720000]
T600000V1000000_0.3;600000;1000000;0.3;180000;420000;[222673120, 243365718, 254310223, 191505231, 305363571, 250594945, 203417096, 236177872, 206708790, 276119665, 231858716, 219591437, 250474003, 221578999, 235676926, 216546735, 230904196, 239105272, 222841282, 219101411, 249739645, 237866676, 221651779, 195438979, 268054546, 238464994, 213250566, 227361809, 219099198, 227409990, 226221955, 238021029, 221938393, 236472220, 231782313, 259669524, 245836054, 217011402, 219991399, 213057584, 224934709, 237058528, 249851654, 209647772, 256756187, 232710734, 196789414, 251664535, 245614690, 225107011];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000, 180000];[420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000]
T1000000V1000000_0.2;1000000;1000000;0.2;200000;800000;[281366139, 312897112, 273059481, 288018598, 312073543, 296759550, 310145992, 398405573, 372010016, 339568363, 267375272, 281621532, 290852710, 323039949, 316799523, 300647592, 282710703, 297224557, 310108642, 313939707, 300862607, 355020908, 330360186, 303793872, 277653483, 301738817, 321939333, 292342813, 309998099, 279534605, 308161606, 310107180, 290850655, 330241246, 299301139, 335249077, 334616999, 327798385, 341551865, 273167499, 271386257, 324585596, 336441751, 322429011, 270139142, 293037562, 346756438, 339743213, 298363437, 290268778];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000];[800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000, 800000]
T500000V1000000_0.4;500000;1000000;0.4;200000;300000;[220779378, 201242509, 230561528, 215055308, 216340534, 225620938, 239610778, 226145373, 217187374, 206755576, 215205980, 224802498, 192642255, 224203789, 238988411, 206358391, 231858973, 199656049, 230944794, 233522064, 189382375, 220459795, 209649292, 220005068, 188498843, 237205409, 215692615, 246336691, 205063617, 232869495, 215903689, 236163866, 211204971, 221175292, 196970237, 255000855, 210883557, 216184072, 248052321, 219131929, 199899373, 196788875, 227378079, 194605227, 230743384, 231063497, 206805606, 233965908, 203734573, 227571000];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000, 200000];[300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000]
T1100000V1000000_0.2;1100000;1000000;0.2;220000;880000;[383918881, 366118363, 340252340, 336935704, 320058257, 293082452, 311671899, 319416820, 297076875, 312853791, 294775340, 318555763, 317015205, 343929754, 341765366, 312698301, 287378092, 323584534, 309399382, 320274383, 338612668, 307975354, 297704849, 299511711, 306466965, 299532449, 354100586, 339198555, 321977805, 301052400, 305732096, 313106287, 263447419, 296760097, 316003932, 351489436, 364776678, 354709296, 300616823, 291002156, 318377881, 327332201, 323826161, 289816250, 354618797, 315272843, 321918265, 318219426, 302656297, 318154604];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000, 220000];[880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000, 880000]
T700000V1000000_0.3;700000;1000000;0.3;210000;490000;[265607366, 251774587, 245085855, 256223402, 243936981, 275418126, 268873746, 266355855, 286007225, 261136391, 238157651, 285167396, 239427306, 265418963, 285730331, 240831174, 236865355, 287583834, 282927788, 286303149, 252672818, 264676624, 239686619, 276864364, 292004778, 237801596, 269080368, 284304874, 215693066, 288698208, 285893824, 264897198, 265372923, 263774604, 272513871, 287598184, 240453669, 251436186, 271309501, 281206256, 271216920, 230256478, 228031395, 269992385, 267954684, 283330210, 262392925, 251394515, 270714844, 263408045];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000, 210000];[490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000, 490000]
T600000V1000000_0.4;600000;1000000;0.4;240000;360000;[249595380, 254768415, 224312262, 248604779, 203503497, 253332396, 196295699, 263531010, 250919097, 217318847, 230624938, 247891519, 228584645, 236515080, 220824869, 232763664, 243988115, 240578840, 225376815, 251606968, 233351152, 225096923, 249374744, 234085979, 226668980, 268660731, 253365957, 245891876, 226276886, 221550655, 232104078, 256896165, 223906740, 236073530, 209974910, 281637371, 214441699, 257804655, 252475138, 218819766, 253757292, 226857242, 269208298, 211631748, 250392525, 243848055, 221051180, 207231980, 237647458, 247871087];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000];[360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000, 360000]
T800000V1000000_0.3;800000;1000000;0.3;240000;560000;[266519626, 271728241, 259432692, 254700614, 299545452, 298704220, 297303092, 254346399, 275539637, 281004304, 237581323, 273910697, 285358109, 263348038, 275271504, 297843000, 311522067, 258624571, 277628463, 274357913, 274917130, 283106920, 274306571, 288588976, 250843291, 258482222, 265735179, 270378860, 268162636, 296232539, 275959719, 288179642, 277576858, 270088367, 298336240, 253428007, 277114633, 332466258, 293345078, 217927416, 283233608, 293635401, 247142681, 281086665, 321993987, 276764699, 271534933, 277220974, 255982786, 293996164];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000];[560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000, 560000]
T1200000V1000000_0.2;1200000;1000000;0.2;240000;960000;[331932029, 309493253, 339935765, 358332680, 331183787, 318952378, 302770220, 332065048, 314361672, 294019073, 310533835, 316699770, 319355192, 355861369, 350012527, 349261549, 313991297, 316454818, 323156159, 332028837, 344166355, 343827391, 339921565, 351526697, 357681871, 309968668, 345913577, 319983891, 310125599, 318177135, 303391346, 325436704, 320182836, 318625219, 343270896, 341845979, 293530459, 318721091, 307896224, 334890846, 336333891, 369050982, 332493449, 318675310, 357796391, 356962122, 302729888, 318720761, 320534230, 297424633];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000, 240000];[960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000, 960000]
T1300000V1000000_0.2;1300000;1000000;0.2;260000;1040000;[311722889, 316499359, 309135988, 303909933, 316667150, 340194877, 327498342, 349894566, 326661811, 318696765, 291904297, 318316741, 328475255, 325951334, 319880539, 308073033, 320892471, 333242663, 329543357, 340650863, 347112622, 342613967, 310722897, 305738015, 310902711, 287218630, 316732050, 302448635, 343259195, 315707688, 305753801, 309145148, 321253798, 300803857, 318159774, 308789604, 324899767, 351404822, 358109294, 350058337, 335917916, 340020580, 328858341, 309431541, 321281788, 313815198, 300546865, 321835574, 340433174, 336261540];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000, 260000];[1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000, 1040000]
T900000V1000000_0.3;900000;1000000;0.3;270000;630000;[303263836, 310822409, 257134162, 293933352, 333699248, 350691925, 297656907, 290577801, 289913223, 290762343, 267223527, 289619449, 318415938, 292577049, 305317087, 330843191, 277515107, 301731937, 276998351, 289464107, 288387014, 289284105, 291819221, 299603564, 275018630, 262946931, 280692890, 345686921, 333711032, 270771315, 294339938, 304199705, 287747087, 308718142, 287864079, 290664829, 301971229, 273262401, 261429354, 284381511, 312851499, 319529090, 313247382, 287000278, 263812340, 306279357, 322361729, 315565927, 282017505, 291711510];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000, 270000];[630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000, 630000]
T500000V1000000_0.5;500000;1000000;0.5;250000;250000;[202975704, 243983806, 219620924, 217290869, 185474297, 214165275, 217992566, 209870679, 225659160, 213494178, 216255188, 214207346, 259807177, 191831325, 229402519, 180358842, 242753334, 196358523, 228628251, 209329963, 248403023, 202353878, 242374959, 213160984, 219599094, 250670528, 220405303, 210047951, 212152774, 238877081, 205541352, 206815616, 214778602, 218585373, 235156401, 237439316, 196699777, 225597568, 193828056, 219582114, 195917519, 240289456, 217986556, 242475560, 194759076, 274298082, 194314691, 237799880, 199042782, 216476595];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000];[250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000, 250000]
T1400000V1000000_0.2;1400000;1000000;0.2;280000;1120000;[318980859, 312587471, 307238214, 308885875, 312171065, 338281104, 301679238, 316394727, 346337482, 315208292, 325432137, 332945378, 341112529, 353414079, 369403545, 357229796, 327489722, 346070380, 322138377, 342089981, 318073494, 312154330, 326809808, 334963075, 327675056, 335539130, 307076026, 328243154, 331974292, 338874418, 368840780, 379665857, 342049082, 343431816, 327097770, 321767194, 341940321, 335926444, 337729424, 307940115, 304744110, 329130293, 324585794, 320582661, 343446728, 353893239, 330048763, 319995725, 323358665, 347390200];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000];[1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000, 1120000]
T1500000V1000000_0.2;1500000;1000000;0.2;300000;1200000;[370075904, 309550273, 345659044, 334438987, 366023693, 371029274, 368181769, 371671882, 383928522, 361332106, 356714099, 350706366, 344051605, 359331968, 337856257, 346548700, 343824091, 353092091, 356235004, 342223003, 357881813, 350490313, 367263044, 367775848, 385550300, 349753725, 345603430, 353396495, 357919892, 350873186, 350776566, 330582478, 372147886, 348361019, 339160640, 318945482, 319905603, 337209929, 362760505, 346247144, 371130689, 349837097, 377106926, 379646756, 365101620, 381299606, 362986947, 368428028, 389504889, 353319767];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000];[1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000, 1200000]
T1000000V1000000_0.3;1000000;1000000;0.3;300000;700000;[332580916, 294855383, 325228162, 342267204, 320785473, 313889397, 324042138, 315704558, 293450058, 298973138, 299573165, 292916633, 326654177, 330543578, 356268334, 350030739, 306322687, 298664115, 325626286, 327505545, 305078875, 293155146, 308136298, 310014156, 290984822, 304088183, 358388657, 354093383, 325322771, 309437650, 284267040, 316646608, 305458418, 318220105, 342096232, 304304265, 277678395, 305491451, 320372551, 324988303, 313014156, 302377187, 350955020, 317854352, 326005155, 303082364, 344874540, 332103645, 346450228, 312702693];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000, 300000];[700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000, 700000]
T700000V1000000_0.4;700000;1000000;0.4;280000;420000;[308516952, 236740199, 260162891, 309237359, 235735177, 272999729, 279090124, 248518825, 253721231, 241413419, 281274908, 268678812, 268423970, 285383051, 231231940, 267559490, 235677467, 256559331, 284694625, 262685047, 257274080, 275569566, 261355703, 255291248, 274168272, 299019429, 251975112, 251466936, 268594480, 234889957, 287145012, 248523223, 260775272, 312788514, 240669533, 298948016, 278709766, 249512663, 277028087, 262718274, 266328705, 272043080, 230763819, 325485420, 276355339, 258342484, 257534055, 246201975, 238152093, 273561068];PSU;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000, 280000];[420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000, 420000]
