PSU;len_T
127627662.16;500000
144675255.18;600000
169190325.06;700000
179133389.96;800000
180470792.36;900000
210562748.26;1000000
203707791.32;1100000
232487983.32;1200000
207960014.68;1300000
215183395.78;1400000
234297801;1500000
