PSU;len_T
193457449.5;500000
203443088.92;600000
224865307.78;700000
242650211.52;800000
240223341.36;900000
274514204.76;1000000
269217965.54;1100000
285099763.52;1200000
278702929.64;1300000
288242946.54;1400000
317511532.96;1500000
