PSU;max_V_match_fraction
246487532.2;0.0
316093130.36;0.1
329539465.62;0.2
342953221.62;0.3
295971719;0.4
225945510.36;0.5
240376682.6;0.6
234223056.76;0.7
231681934.84;0.8
187295278.52;0.9
