PSU;max_V_match_fraction
171288158.9;0.0
217424489.78;0.1
234720321.2;0.2
234018449.86;0.3
237993846.02;0.4
247720151.02;0.5
246576571.64;0.6
258776759.66;0.7
256440749.38;0.8
247551955.76;0.9
234502291.22;1.0
