num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
374.38;375.46;371.06;0.1
544.3;542.74;549;0.2
657.74;654.4;651.1;0.3
703.74;704.06;699.28;0.4
720.98;721.12;719.22;0.5
702.46;697.82;702.54;0.6
643.12;642.76;646.28;0.7
528.6;529.82;533.04;0.8
342.96;343.06;344.86;0.9
3;3;3;1.0
