num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
225.24;222.16;222.32;0.1
290.58;289.06;290.68;0.2
330.52;331.46;329.82;0.3
355.72;353.6;355.8;0.4
359.22;362.02;364.4;0.5
348.98;347.1;349.9;0.6
321.88;322.34;323.22;0.7
259.9;262;260.26;0.8
165.02;163.9;164.26;0.9
3;3;3;1.0
