num_queries_total;num_queries_positive;num_queries_negative;max_V_match_fraction
3;3;3;0.0
411.7;416.52;413;0.1
600.9;602.02;599.78;0.2
715.84;715.76;713.12;0.3
781.7;778.78;782.92;0.4
797.88;795.76;797.74;0.5
776.58;778.96;775.58;0.6
711.04;711.08;707.5;0.7
584.7;584.08;584.66;0.8
377.82;378.08;378.46;0.9
